wallet_address,bot_type,confidence,trades,buys,sells,mints_traded,mean_buy_sol,median_hold_sec,mean_cu_price,cluster_size,burst_follow_rate,signature,reasons
A87VqJzsiZJFuZwHYUP8Fk3ryEVg8HphrK2nPVaxXT41,sybil,0.506,34,18,16,15,0.0233,44.7,796112,55,0.000,Sybil cluster (55 wallets) | 0.0233 SOL avg,Funding cluster: 55 wallets
3En4N5ANz1C5DRMV3Sd78pqy7DRi2bCDBCHKMcoB8prc,sybil,0.512,14,11,3,9,1.0750,78.1,332859,29,0.000,Sybil cluster (29 wallets) | 1.0750 SOL avg,Funding cluster: 29 wallets; Concentrated volume: 57.7% in smallest 8 buys
EArA6yWWSKCsundkEGBYJsQvRvfgNo1P1WZTAmENnFSG,sybil,0.500,5,5,0,5,0.3443,0.0,283729,28,0.000,Sybil cluster (28 wallets) | 0.3443 SOL avg,Funding cluster: 28 wallets
14bUT7VJMbJ6Cn4jddYi6khmN8rPBdzQeCSfV2ugCumk,sybil,0.500,4,2,2,1,0.8882,36.7,52000,50,0.000,Sybil cluster (50 wallets) | 0.8882 SOL avg,Funding cluster: 43 wallets
6ubMvNf8TrDGJTRyhi3seLPJnPtqDqnWYAUrHB9hC7zE,sybil,0.500,7,4,3,1,0.2817,13.6,52000,17,0.000,Sybil cluster (17 wallets) | 0.2817 SOL avg,Funding cluster: 17 wallets
7FfYj4fTB5MqLwr4hEpqU3Bmg4SNXgmGAq3fpHHtxHyH,deployer,1.000,3,1,2,1,1.5000,127.5,40000,1,0.000,Deployer (1 tokens),Created 1 token(s)
HkhpgPJgx6FQQQfqPyPjuE9X5xwsxJhm4Uw8s3Whgz8j,metric_bot,0.587,6,5,1,5,0.3722,206.1,238107,1,1.000,Metric bot (100% burst-triggered) | 206s hold,Burst-triggered: 5/5 buys after bursts; Template timing: CV=0.36; Consistent delay: std=0.24s
9nuiQQEAgtKfK7YPxAgdAUAgLJC6Vv3dkRXMrVLBmExi,sybil,0.500,5,3,2,1,0.3284,35.8,52000,38,0.000,Sybil cluster (38 wallets) | 0.3284 SOL avg,Funding cluster: 34 wallets
B8YTramy8nY7GPxBg829cMx11VrMc36Gqspu8h7pwwbP,sybil,0.500,4,2,2,1,0.9307,33.3,52000,50,0.000,Sybil cluster (50 wallets) | 0.9307 SOL avg,Funding cluster: 43 wallets
4nTzZPA2YxUmXmHvyZiqnJdkW6k45VKN6R58sJWcyWB1,sybil,0.500,10,4,6,4,0.1241,58.4,5713430,13,0.000,Sybil cluster (13 wallets) | 0.1241 SOL avg,Funding cluster: 13 wallets
qpgV9GebCQAXkj5wu1AaQ3iDyrzJ3PVoe3dpuyBANLe,sybil,0.500,8,5,3,1,0.3266,9.8,52000,50,0.000,Sybil cluster (50 wallets) | 0.3266 SOL avg,Funding cluster: 44 wallets
2up9p5QtCQTvthn6jgiFu2fc2kEdxsGGfBpzUDE6Ee4y,sybil,0.500,16,6,10,4,0.2281,328.9,33333333,10,0.000,Sybil cluster (10 wallets) | 0.2281 SOL avg,Funding cluster: 10 wallets
BU79Lj9ELhrkuPtYVQehed8TXD8bALZ4GvKpd3bDm7Mo,metric_bot,0.558,5,5,0,5,0.2962,0.0,295752,3,1.000,Metric bot (100% burst-triggered) | 0s hold,Burst-triggered: 5/5 buys after bursts; Template timing: CV=0.36
Gask1aY6CMjC1iVyqL2iNG3QQFCoc6KjUnr3DgnsBdfQ,sybil,0.536,3,3,0,1,0.1766,0.0,6666666,40,0.000,Sybil cluster (40 wallets) | 0.1766 SOL avg,Funding cluster: 40 wallets; Micro-buys: 0.0009 SOL median
3nhkYP43CWPC9otWkALHidvouJbi5cxGCLpHpnZSFoxm,sybil,0.512,14,8,6,4,0.6545,760.7,11470806,26,0.000,Sybil cluster (26 wallets) | 0.6545 SOL avg,Funding cluster: 26 wallets; Concentrated volume: 100.0% in smallest 8 buys
HMTbTYyxKnXEPyfm65x3DRPkF89xuMk16qRynQrNwezA,sybil,0.500,4,2,2,2,0.3642,850.0,14233921,26,0.000,Sybil cluster (26 wallets) | 0.3642 SOL avg,Funding cluster: 26 wallets
AW8Rb8v4svhQ1yWFeJo1J8W9HDRVS3qwRdkk7oSAgtx8,sybil,0.509,36,18,18,15,0.0804,53.6,666666,55,0.000,Sybil cluster (55 wallets) | 0.0804 SOL avg,Funding cluster: 55 wallets
579Xcu7US31E1DDVyiEVJH5BWdQjP7irh9YivAmgccHf,metric_bot,0.536,15,6,9,6,0.4889,12.4,6666666,6,0.500,Metric bot (50% burst-triggered) | 12s hold,Consistent delay: std=0.21s; Template CU: variance=0; Fast flips: 12.4s median hold
8qVL3yDMGDMvajhYPxRHdEvZziP5Wnfq22aiFqZrgc8t,sybil,0.500,4,2,2,2,0.1007,22.5,833333,24,0.000,Sybil cluster (24 wallets) | 0.1007 SOL avg,Funding cluster: 15 wallets
5EqRDMat8bcessPVNrEvq2HrNucdRtt7j5mFdvcaZUTg,sybil,0.500,4,2,2,1,0.4017,32.6,52000,38,0.000,Sybil cluster (38 wallets) | 0.4017 SOL avg,Funding cluster: 33 wallets
3dk9jeiCNqeYaV6eUxnpX8UrzKxLhEwMQN1KtYdME9jW,metric_bot,0.518,9,5,4,3,0.0782,738.6,666666,6,0.400,Metric bot (40% burst-triggered) | 739s hold,Template CU: variance=0
DpjXSUrcn47q66Dizniq3ADyEipnGazYLZNWAajQ49uX,sybil,0.519,4,3,1,2,0.0326,0.0,333333,34,0.000,Sybil cluster (34 wallets) | 0.0326 SOL avg,Funding cluster: 34 wallets; Micro-buys: 0.0098 SOL median
4uHGCcqSeevJS5rQX7T9qYVWxpYLk5UMtDfgvX8UtNAR,metric_bot,0.509,7,7,0,7,1.4359,0.0,282227,1,0.714,Metric bot (71% burst-triggered) | 0s hold,Burst-triggered: 5/7 buys after bursts
7FBYrBu5NiLXeFTouneDFvN3J77DBYKQEXHNSEM1TdZG,sybil,0.500,16,4,12,4,1.0067,27.3,7389905,17,0.000,Sybil cluster (17 wallets) | 1.0067 SOL avg,Funding cluster: 17 wallets
29gLdFmJmYHWcXo6hfbCkBaZdXYjUo7kAbaZCGLfyCFh,metric_bot,0.607,8,3,5,3,0.1000,16.2,66667,7,0.667,Metric bot (67% burst-triggered) | 16s hold,Template timing: CV=0.32; Consistent delay: std=0.12s; Template CU: variance=0
FcKY3GTX4thtJTgtSLf1bZ7uV3YuQzCKo8f2avL1GE78,metric_bot,0.559,5,5,0,5,0.3442,0.0,375752,2,1.000,Metric bot (100% burst-triggered) | 0s hold,Burst-triggered: 5/5 buys after bursts; Template timing: CV=0.36
3kUYSWfV6RoQnJWszaUXnMiuAaztqfC5tmEGgCF9JGu8,metric_bot,0.506,11,8,3,3,0.0489,159.0,333333,1,0.375,Metric bot (38% burst-triggered) | 159s hold,
FZih1qaPRrnraZfZYygQ3pS95FykiqLm1xj5y1Ey2iU6,sybil,0.500,8,5,3,1,0.2959,16.9,52000,9,0.000,Sybil cluster (9 wallets) | 0.2959 SOL avg,Funding cluster: 9 wallets
85YnQdx9FhV3tzTeMc2ShyLucV4XXomvbu5WQnn38sEi,sybil,0.500,6,3,3,2,0.0875,310.1,239122,39,0.000,Sybil cluster (39 wallets) | 0.0875 SOL avg,Funding cluster: 39 wallets
ESqV6K5zTwKF9CzEs4CDALF3tRVorVwkEPxHgn7EG5a4,sybil,0.500,5,3,2,1,0.3250,27.9,52000,51,0.000,Sybil cluster (51 wallets) | 0.3250 SOL avg,Funding cluster: 46 wallets
6vS7SRwrmD4ufpJVeBdq77f2MjSHveM8ba2V9YPRrjiW,metric_bot,0.549,13,7,6,6,0.0517,72.3,66666,7,1.000,Metric bot (100% burst-triggered) | 72s hold,Burst-triggered: 7/7 buys after bursts; Template CU: variance=0
22TtqBRN3FYcVSJNWrVcUbvayfrrPJ8pkrFSpDE7AVvH,sybil,0.500,11,6,5,3,0.0704,1155.0,234567,38,0.000,Sybil cluster (38 wallets) | 0.0704 SOL avg,Funding cluster: 38 wallets
A2aarMMfV85YVbyK66E4aqni9zXF6Tx9RPUZAoxCsGwX,sybil,0.503,57,36,21,20,0.0971,43.1,1000000,26,0.000,Sybil cluster (26 wallets) | 0.0971 SOL avg,Funding cluster: 26 wallets
CbMTrcHLZqHV3ADsU2yDvMTVX725nbLsV42kQ2PeXANZ,sybil,0.501,5,3,2,3,0.0196,0.0,4266666,32,0.000,Sybil cluster (32 wallets) | 0.0196 SOL avg,Funding cluster: 32 wallets; Micro-buys: 0.0196 SOL median
2GDsdk2UTQ4tqngqWumPCFbMp3nJj3JDXpAzuoncDYHU,metric_bot,0.501,11,8,3,3,0.0086,170.0,2302,1,0.375,Metric bot (38% burst-triggered) | 170s hold,
8Ja5M342ZrWCVRqTdMzUwTga56mHbRcMUcsXCqvoyAGR,sybil,0.500,9,6,3,4,0.5629,363.2,7744074,25,0.000,Sybil cluster (25 wallets) | 0.5629 SOL avg,Funding cluster: 25 wallets
vWAk9yS2NXRgb8LZRsfqH6NdRZ4FWHMrY2DRBpiFBvc,sybil,0.512,17,8,9,9,0.1676,230.9,7368641,15,0.000,Sybil cluster (15 wallets) | 0.1676 SOL avg,Funding cluster: 15 wallets; Concentrated volume: 100.0% in smallest 8 buys
GRusqwm2TKMnBtmahz1kF3a2qwFHrTyXzv2Q9ftLunFe,sybil,0.541,15,9,6,5,0.0049,39.9,66666,53,0.000,Sybil cluster (53 wallets) | 0.0049 SOL avg,Funding cluster: 53 wallets; Micro-buys: 0.0049 SOL median; Concentrated volume: 88.9% in smallest 8 buys
CDSuuqV51XKBN5X5gqRLHjvjP686XoCMgMnBgRWe9ATW,sybil,0.500,4,2,2,1,0.0506,68.2,1003956,34,0.000,Sybil cluster (34 wallets) | 0.0506 SOL avg,Funding cluster: 28 wallets
DDa2bns3aGW7WzT7wxYwFikSePfFVJ47fiC1taA3ghVT,sybil,0.528,5,3,2,1,0.0081,280.0,0,40,0.000,Sybil cluster (40 wallets) | 0.0081 SOL avg,Funding cluster: 40 wallets; Micro-buys: 0.0048 SOL median
ArxN74Kn18kDk9SNSkpQt9s84wmN5vmJn7z6rgmYjNr3,metric_bot,0.540,24,13,11,9,0.0553,640.0,6666666,4,0.769,Metric bot (77% burst-triggered) | 640s hold,Burst-triggered: 10/13 buys after bursts; Template CU: variance=0
8TE23q5obUuHc1NZ79KNB9ru5teKL9Xi1mvKQfWpseB1,sybil,0.516,58,57,1,4,0.0227,162.6,255502,10,0.000,Sybil cluster (10 wallets) | 0.0227 SOL avg,Funding cluster: 10 wallets; Micro-buys: 0.0120 SOL median
5JeA6nqffCgsrxGJkbHrB4QoFTUW9Cb2TsTD7N6EDx7K,sybil,0.500,6,4,2,3,0.1467,3488.4,6666666,12,0.000,Sybil cluster (12 wallets) | 0.1467 SOL avg,Funding cluster: 12 wallets
AaHcBajQFtbwzCoRwheTtuyuoXayYm9KHYM9aSPiiXgJ,sybil,0.500,5,4,1,2,0.0650,39.8,1000000,16,0.000,Sybil cluster (16 wallets) | 0.0650 SOL avg,Funding cluster: 16 wallets
9TFHNR5UTTvZrFVYHNq5ozUC6nKuthgCExxpE1hjh4t3,sybil,0.500,12,6,6,5,0.1646,212.4,7703,37,0.000,Sybil cluster (37 wallets) | 0.1646 SOL avg,Funding cluster: 37 wallets
4zKi1P2Q829QjJe1WZsyDEfXWXrGbcsht4sGFsLqLckM,sybil,0.509,34,16,18,10,0.0752,75.9,666666,13,0.000,Sybil cluster (13 wallets) | 0.0752 SOL avg,Funding cluster: 13 wallets
6Y2th3HLDZvUYqpDGBaxEJfFSyWYSy5hpRg5Z7LyeTLH,sybil,0.500,5,3,2,2,0.1630,9268.7,6666666,50,0.000,Sybil cluster (50 wallets) | 0.1630 SOL avg,Funding cluster: 50 wallets
Cr3ybonDFP1MkU2qqXvoYs5ecdrrbgUDmMq4LF5oHwGM,sybil,0.500,7,3,4,2,0.9333,44.4,331428,50,0.000,Sybil cluster (50 wallets) | 0.9333 SOL avg,Funding cluster: 50 wallets
HHrYvamxgmURFcrVrrCiCPd2K9RWMv54UNrconWvJrbD,sybil,0.505,47,21,26,21,0.7545,15.7,6666666,13,0.000,Sybil cluster (13 wallets) | 0.7545 SOL avg,Funding cluster: 13 wallets
3HfKZXMtPcpDbT5ASWFfoaHXQobYmsGdXZHG5h9pzRog,deployer,1.000,4,2,2,2,1.0000,3.1,100000,1,0.000,Deployer (2 tokens),Created 2 token(s)
C8vpGwHexcumzPnoHsCV4NGgman3Bv13nUppEZeGCYZv,sybil,0.500,11,6,5,5,0.1537,155.2,1000000,9,0.000,Sybil cluster (9 wallets) | 0.1537 SOL avg,Funding cluster: 9 wallets
Dgsz21zLuhgN1CWufYN3HtJLrZbJ6Yfzon9NkzdYpVZz,sybil,0.519,8,4,4,2,0.0098,20.6,666666,50,0.000,Sybil cluster (50 wallets) | 0.0098 SOL avg,Funding cluster: 50 wallets; Micro-buys: 0.0098 SOL median
6rXjhbJ44DUxDbteFYPtn213SaYaMcNNTTXaPARMbBiS,metric_bot,0.513,10,5,5,5,0.0802,144.9,3998810,2,0.600,Metric bot (60% burst-triggered) | 145s hold,
4enC35c12MnWKJCt1qQA8sD2WRTTm9cCw5TivbQgmWUC,metric_bot,0.515,20,13,7,9,0.1014,3412.5,7833332,4,0.769,Metric bot (77% burst-triggered) | 3413s hold,Burst-triggered: 10/13 buys after bursts
AXMeG9MZEeqpvC6zqvgCW9b6GA3RERxyDZVpXUk9HtfQ,metric_bot,0.513,14,7,7,6,0.4323,726.3,0,3,0.429,Metric bot (43% burst-triggered) | 726s hold,
8BmNYjTxgHVYwLZBufhjSLMPmZE9bqBuySxqC8E75ByF,sybil,0.500,4,2,2,2,0.1467,7.2,6666666,9,0.000,Sybil cluster (9 wallets) | 0.1467 SOL avg,Funding cluster: 9 wallets
8oU7j5maRFbW45Yw3wBrMAxCVQ2b8hTobvBTonV8Yhy5,sybil,0.512,13,10,3,5,0.0938,626.2,5555555,45,0.000,Sybil cluster (45 wallets) | 0.0938 SOL avg,Funding cluster: 45 wallets; Concentrated volume: 78.9% in smallest 8 buys
HEdW2Px3ahtagw6Uc1Xjs9F5FDqnjsDnve5ZzdTFJPei,sybil,0.536,16,8,8,2,0.0086,29.9,3666666,37,0.000,Sybil cluster (37 wallets) | 0.0086 SOL avg,Funding cluster: 37 wallets; Micro-buys: 0.0073 SOL median; Concentrated volume: 100.0% in smallest 8 buys
Cfhce4FNsPDMjKJTSMf5YMdiYmYZPDZhLMFZnQVRTPv4,sybil,0.522,6,3,3,3,0.0106,193.6,1000000,38,0.000,Sybil cluster (38 wallets) | 0.0106 SOL avg,Funding cluster: 38 wallets; Micro-buys: 0.0082 SOL median
78rKwgq2WuzSRZ8nv9aeWpY4i4y6kNM6f3QSGxYDZzxN,sybil,0.500,9,5,4,5,0.0810,79.4,4754844,52,0.000,Sybil cluster (52 wallets) | 0.0810 SOL avg,Funding cluster: 52 wallets
2sR19j3PUwkx3ZMzbnEXvi3CmzG46cJfsVKHmXEVMMkL,sybil,0.512,25,12,13,3,0.1197,296.5,4216378,20,0.000,Sybil cluster (20 wallets) | 0.1197 SOL avg,Funding cluster: 20 wallets; Concentrated volume: 52.5% in smallest 8 buys
7oo1FK7YxQ6G8g4vXcifF9pPdE4ovwxwzmJcRH3Ket4Y,deployer,1.000,19,16,3,3,0.1291,530.4,5825945,32,0.000,Deployer (3 tokens),Created 1 token(s)
8h5BBtMiFCBiRP2tgPufzGkwoB8sPYBwoca6344zYvjX,metric_bot,0.524,8,8,0,8,0.0007,0.0,0,1,1.000,Metric bot (100% burst-triggered) | 0s hold,Burst-triggered: 8/8 buys after bursts
2T9jPRNCvagdD4fVpSAUEEi6228AkgJsTeaXXJaQ8SQD,sybil,0.500,4,3,1,2,0.1820,209.4,240882,42,0.000,Sybil cluster (42 wallets) | 0.1820 SOL avg,Funding cluster: 42 wallets
S4J89NayZK562EMKGtXtsbnimkjvuAw9iYyWabacJ2m,sybil,0.501,123,61,62,59,0.0992,12.2,2000000,42,0.000,Sybil cluster (42 wallets) | 0.0992 SOL avg,Funding cluster: 42 wallets
AYQkif23bdq9dxpXmUhJpkRiEv1jS9MqQGDgHD5ABg8z,sybil,0.512,16,12,4,6,0.0788,2158.5,827119,26,0.000,Sybil cluster (26 wallets) | 0.0788 SOL avg,Funding cluster: 26 wallets; Concentrated volume: 66.3% in smallest 8 buys
4TZz2xmC1bdKbKKRBRdwr7bW4H2i1x3SNHD4b8HcsrBh,sybil,0.500,11,7,4,5,0.5227,80.6,336651,23,0.000,Sybil cluster (23 wallets) | 0.5227 SOL avg,Funding cluster: 23 wallets
F74mmY9e1u2mkhoFFZW1zn6SXfSRT49aXmVnHP94cd72,sybil,0.512,24,11,13,12,0.1136,1308.4,1000000,38,0.000,Sybil cluster (38 wallets) | 0.1136 SOL avg,Funding cluster: 38 wallets; Concentrated volume: 63.3% in smallest 8 buys
FiQMFq16rU2RtD1dykK9Yc36ug7rEmBhBZFXwzikgtqs,sybil,0.512,16,8,8,5,0.2200,28.6,6666666,41,0.000,Sybil cluster (41 wallets) | 0.2200 SOL avg,Funding cluster: 41 wallets; Concentrated volume: 100.0% in smallest 8 buys
782hibapN71m4rDTQwuJTc1cWbfMr86sMA1tNXcesLGG,metric_bot,0.537,20,10,10,10,0.1956,67.4,6666666,1,0.700,Metric bot (70% burst-triggered) | 67s hold,Burst-triggered: 7/10 buys after bursts; Template CU: variance=0
22XDs6rYWZWN1H1QopiPUpH3wDP41zJom5kFuawDS1FU,sybil,0.500,4,3,1,2,0.0658,961.5,5000000,8,0.000,Sybil cluster (8 wallets) | 0.0658 SOL avg,Funding cluster: 8 wallets
FRkoerTwZnJQp3AoXKaeDX1q69cv6cY8w6bsu4WnNw4E,metric_bot,0.570,6,3,3,3,0.0978,76.2,666666,5,1.000,Metric bot (100% burst-triggered) | 76s hold,Template CU: variance=0
8n2wZQ4yLBRD1qTR2TuWfERWzqp7gqGn8kGkTXpGcmZ9,sybil,0.532,4,2,2,3,0.0031,0.0,189574,35,0.000,Sybil cluster (35 wallets) | 0.0031 SOL avg,Funding cluster: 35 wallets; Micro-buys: 0.0031 SOL median
4t6epr8R4GQ9HC1Vo1gnhopySjb2Wthr6W6En5DSrxoL,metric_bot,0.529,18,9,9,7,0.0293,70.8,6666666,1,0.667,Metric bot (67% burst-triggered) | 71s hold,Burst-triggered: 6/9 buys after bursts; Template CU: variance=0
5Q2xV6bjR3t1afB3ELeAd5Uto6qTKqmQp4u3p5ewTnF2,sybil,0.500,4,2,2,1,1.9556,20.1,14643043,28,0.000,Sybil cluster (28 wallets) | 1.9556 SOL avg,Funding cluster: 28 wallets
3eU5mkgcWMn2x88tHd4m6dU7i3fPJoNXhMyeScsTewvk,sybil,0.500,7,3,4,2,1.2892,48.0,284285,25,0.000,Sybil cluster (25 wallets) | 1.2892 SOL avg,Funding cluster: 25 wallets
J2Uu1EyAKMiDc79UnruHFUFziuhdT7WJ3B89CrW9raYs,metric_bot,0.568,6,3,3,2,0.1630,9.4,6666666,1,0.667,Metric bot (67% burst-triggered) | 9s hold,Consistent delay: std=0.18s; Template CU: variance=0; Fast flips: 9.4s median hold
GJokAbesrfjieoXmu9AVDsc4Ji4PLdXH2v6QRyXRQQj1,metric_bot,0.505,6,4,2,1,0.4644,102.7,666666,5,0.250,Metric bot (25% burst-triggered) | 103s hold,Consistent delay: std=0.00s; Template CU: variance=0
6FWXHVFeMUUqJiPyHqyQw5AVqfNYTejBp6U64tp5LFdk,sybil,0.501,27,22,5,4,0.1058,410.6,202533,8,0.000,Sybil cluster (8 wallets) | 0.1058 SOL avg,Funding cluster: 8 wallets
GWwB76bdR5mK7VvtpKCCEwiy8dK45TKS7JSdDPGc4Rhk,sybil,0.539,14,10,4,3,0.0059,108.3,3333333,34,0.000,Sybil cluster (34 wallets) | 0.0059 SOL avg,Funding cluster: 34 wallets; Micro-buys: 0.0059 SOL median; Concentrated volume: 80.0% in smallest 8 buys
59jYCdB4b1YP1VB8mwSpurdC184aszBqyo7nJLoe3Crs,sybil,0.500,10,5,5,5,0.0326,153.5,725000,28,0.000,Sybil cluster (28 wallets) | 0.0326 SOL avg,Funding cluster: 28 wallets
3ZuPGcp9rrYFGg7Hy4oqn82wwb6xuZiyZLCRCtebMizU,sybil,0.500,9,7,2,5,0.4787,174.2,333077,34,0.000,Sybil cluster (34 wallets) | 0.4787 SOL avg,Funding cluster: 34 wallets
Bnsjv8sD54GjF6m9LqAJHJLvJzPj1fNRVRqrTuhNF1Gn,metric_bot,0.549,7,4,3,2,0.1589,458.4,6666666,1,1.000,Metric bot (100% burst-triggered) | 458s hold,Template CU: variance=0
91CJryJVoj7uwaeXikhcGktKk7yvPZRk7ua6Yz9furpb,sybil,0.500,8,4,4,3,0.0293,18.9,1165999,10,0.000,Sybil cluster (10 wallets) | 0.0293 SOL avg,Funding cluster: 10 wallets
5fj2ZCATWPfjRj8kVMF3eNKeQJjuQgpkeXP7bJ9QmTxS,sybil,0.500,3,2,1,2,0.0581,185.0,258285,26,0.000,Sybil cluster (26 wallets) | 0.0581 SOL avg,Funding cluster: 26 wallets
9BH2uZkLwHedtBs1y61HzmkxFZkSse6XWWwLaQCgydRU,sybil,0.500,6,3,3,3,2.8333,27.8,46983252,29,0.000,Sybil cluster (29 wallets) | 2.8333 SOL avg,Funding cluster: 24 wallets
6dMGuwPHJgkVQfLgG8vuviW84k5kQ4wPBjcA2t5GJkNZ,deployer,1.000,8,6,2,2,0.0401,142.9,775000,10,0.000,Deployer (2 tokens),Created 2 token(s)
6HQyJYAmh6sYNUQ8K5vszsKYLrRbQKTnhpDkMDxvbEaC,sybil,0.500,7,4,3,4,0.0434,70.8,1000000,32,0.000,Sybil cluster (32 wallets) | 0.0434 SOL avg,Funding cluster: 32 wallets
CbttP64XQ3cbajKCM1tuVXuYck8eZFJN3GL4mrrAPPMR,sybil,0.512,14,9,5,3,0.1760,71.2,666666,31,0.000,Sybil cluster (31 wallets) | 0.1760 SOL avg,Funding cluster: 31 wallets; Concentrated volume: 88.9% in smallest 8 buys
ARU2Ytf2YVgRZL6PKspVzirWJLnvZi6SXy9JrYoSiz23,deployer,1.000,1,1,0,1,0.0069,0.0,100000,26,0.000,Deployer (1 tokens),Created 1 token(s)
Bir9Qk1JBqToMMFerhSbBp2ctWEbPyxY7gift4n7zDvL,metric_bot,0.532,42,30,12,8,0.2004,100.3,6666666,2,0.700,Metric bot (70% burst-triggered) | 100s hold,Burst-triggered: 21/30 buys after bursts; Template CU: variance=0
6GaCHTdBV6P92YMQJ8Kk6RYaeAQLRfDmTnvqhuf3p4kD,sybil,0.500,14,6,8,5,0.0570,35.0,762856,9,0.000,Sybil cluster (9 wallets) | 0.0570 SOL avg,Funding cluster: 9 wallets
GCGZMYHtiVCqZSCEAjw6iy7H7ZZnUkg3ekaquxZ9GZYn,sybil,0.500,7,4,3,3,0.0834,95.7,8333333,36,0.000,Sybil cluster (36 wallets) | 0.0834 SOL avg,Funding cluster: 36 wallets
BDrXycymcRabQUAikkuEuiEb9Csnfb8aqGpzTCifxAPh,deployer,1.000,3,1,2,1,1.3531,16.7,2288780,2,0.000,Deployer (1 tokens),Created 1 token(s)
5iSwqf9Yyq73g33mCDQhtu3BxVHybD2o7z86kJJtoGXr,sybil,0.510,14,10,4,3,0.1799,4054.8,3789892,22,0.000,Sybil cluster (22 wallets) | 0.1799 SOL avg,Funding cluster: 22 wallets
ESKn5T7XZDYCX2MvHrBzoXCVKCGWceu1f2Cq2s7v8XR,sybil,0.500,5,3,2,3,0.0658,2273.6,6866666,15,0.000,Sybil cluster (15 wallets) | 0.0658 SOL avg,Funding cluster: 15 wallets
6gdfXzQdEdLrYivZSWnip98s6arjHt5m1KUPCqvw9vWF,metric_bot,0.529,108,55,53,47,0.1638,8.9,580000,1,0.873,Metric bot (87% burst-triggered) | 9s hold,Burst-triggered: 48/55 buys after bursts; Fast flips: 8.9s median hold
7sYpUu1CcvkufuGY6WQt9UR1GwaV3GKAtGrbFXrktsW4,sybil,0.512,20,8,12,7,0.8527,94.6,6666666,29,0.000,Sybil cluster (29 wallets) | 0.8527 SOL avg,Funding cluster: 29 wallets; Concentrated volume: 100.0% in smallest 8 buys
FBgLEwPcSmDpsZEkBvG5jTaUHEsYJrWSGNkv4tnhmPws,sybil,0.528,9,5,4,5,0.0050,81.7,13333,27,0.000,Sybil cluster (27 wallets) | 0.0050 SOL avg,Funding cluster: 27 wallets; Micro-buys: 0.0050 SOL median
7X6q7yABgU8F2JYmQVMqXtQeqsBVsRfha9MKfLcChxAE,sybil,0.500,10,5,5,5,0.4400,67.7,49333333,32,0.000,Sybil cluster (32 wallets) | 0.4400 SOL avg,Funding cluster: 32 wallets
4PY1FyTsnWXyHBH6oaHs9CX5ByH1frJQAucJo9Uu11Wf,sybil,0.522,3,1,2,2,0.0085,226.2,5412267,17,0.000,Sybil cluster (17 wallets) | 0.0085 SOL avg,Funding cluster: 17 wallets; Micro-buys: 0.0085 SOL median
5ZPzrPFU2JaaneyDky8BTxPg656K8GH3bqHZwJmUKNkr,deployer,1.000,2,1,1,1,0.0198,3369.1,2844503,29,0.000,Deployer (1 tokens),Created 1 token(s)
Df8pbWdQ4UZvYNpBRFHrJbCLV9zkHY4LHUNqfF4WasBr,deployer,1.000,8,4,4,4,0.2273,348.3,7562176,2,0.000,Deployer (4 tokens),Created 2 token(s)
8Q12CVjqGLR1vcozans6THaQTBFDHH1ZVpm6h9g3LRDH,metric_bot,0.507,10,9,1,1,0.0098,50.3,206896,1,0.333,Metric bot (33% burst-triggered) | 50s hold,
3yMpyHXBS4eMaJNgZZM27j81hXtjpLw5kmk2tRBSwtt9,sybil,0.500,7,4,3,4,0.0894,83.3,8251869,29,0.000,Sybil cluster (29 wallets) | 0.0894 SOL avg,Funding cluster: 29 wallets
3ALgm9gktayGkgs5G82RN6oArNfEgcBjt8yR3sQ7pURL,sybil,0.504,33,22,11,4,0.0297,100.3,266666,29,0.000,Sybil cluster (29 wallets) | 0.0297 SOL avg,Funding cluster: 29 wallets; Micro-buys: 0.0196 SOL median
6xYeVfQ3z8q3Zdfq2YVM7debRappqZitk6zUjf1U9jJU,sybil,0.500,3,2,1,1,1.4815,1443.3,5600039,30,0.000,Sybil cluster (30 wallets) | 1.4815 SOL avg,Funding cluster: 30 wallets
FwH9keHKnPveMjfMjzi8rpSkFPCMrsG1SGQa4ne2V3GV,deployer,1.000,5,4,1,2,0.0058,1093.4,6799999,22,0.000,Deployer (2 tokens),Created 1 token(s)
9iDuWPmDUGpJzZysiVc5ohW8VTtPUAASgeMR5ajbZAPG,sybil,0.506,59,26,33,14,0.1505,15.2,2455934,35,0.000,Sybil cluster (35 wallets) | 0.1505 SOL avg,Funding cluster: 35 wallets
7hrHS9wu7QskVWnBakqUjFmaPK3SC2qD8TWVPU25DYW9,deployer,1.000,2,1,1,1,0.7901,21.5,5444444,4,0.000,Deployer (1 tokens),Created 1 token(s)
AuGE8qvkTuWbki2Sp8jSxNihhFPLixzNanF1sctWeeMX,sybil,0.500,3,0,3,3,0.0000,0.0,800000,29,0.000,Sybil cluster (29 wallets) | 0.0000 SOL avg,Funding cluster: 29 wallets; Micro-buys: 0.0200 SOL median
CyjhiiavFHPEaD5PXjhcofrpTy64QrRDDNjgXmPSxMjE,sybil,0.500,6,1,5,1,1.4667,34.2,53333333,30,0.000,Sybil cluster (30 wallets) | 1.4667 SOL avg,Funding cluster: 30 wallets
6e8ADxmGqd3pasNGRXeAQqqETV3BSZPQe9JYFPSh2bLs,metric_bot,0.512,45,20,25,14,0.2762,58.8,666666,4,0.600,Metric bot (60% burst-triggered) | 59s hold,Burst-triggered: 12/20 buys after bursts; Template CU: variance=0
